,Item,Receipts,Inv_Adj,Aftr_adj_Qty,Cost,Sales_Qty,year,month
7640,RFS 716M-LCF78-D01K,0.0,0.0,0.0,0.0,1.0,2020,4
7641,RFS 78EIA-CE-002,0.0,0.0,0.0,0.0,1.0,2020,4
7642,RFS 78EIA-LCF78-062,0.0,0.0,0.0,0.0,1.0,2020,4
7643,RFS CONN-INSTALL,0.0,0.0,0.0,0.0,1.0,2020,4
7644,RFS GKFORM60-78,0.0,0.0,0.0,0.0,6.0,2020,4
7645,RFS HOIST1-78L,0.0,0.0,0.0,0.0,4.0,2020,4
7646,RFS P2000-001,0.0,0.0,0.0,0.0,1.0,2020,4
7647,RFS SNAP-ST-78,0.0,0.0,0.0,0.0,12.0,2020,4
7648,RODE NT-USB MINI,2.0,0.0,2.0,552.0,0.0,2020,4
7649,Radio Design Labs / RDL PS-24AS,0.0,0.0,0.0,0.0,2.0,2020,4
7650,Shively Labs 158F-302,0.0,0.0,0.0,0.0,1.0,2020,4
7651,Tascam DP-008EX,2.0,0.0,2.0,363.66,0.0,2020,4
7652,Tascam DR-40X,6.0,0.0,6.0,779.8799999999999,0.0,2020,4
7653,Tascam DR-701D,2.0,0.0,2.0,651.46,0.0,2020,4
7654,Tascam DR-70D,3.0,0.0,3.0,586.3199999999999,0.0,2020,4
7655,"Telos 2001-00287 HX1 w/ Analog In, AES Out",0.0,2.0,2.0,0.0,0.0,2020,4
7656,Telos Hx1 Hybrid AES I/O Used - Good,0.0,-2.0,-2.0,-850.0,0.0,2020,4
7657,Telos TWOx12 Used - Good,0.0,-1.0,-1.0,-283.5,0.0,2020,4
7658,Used /Closeouts LEA DS21S-220/250-150-1 NUL,0.0,-1.0,-1.0,0.0,0.0,2020,4
7659,VGS SP8 Used - Good,0.0,-1.0,-1.0,-51.55,0.0,2020,4
7660,Wheatstone 270074P,0.0,0.0,0.0,0.0,800.0,2020,4
7661,Windtech 20/421B-01,0.0,0.0,0.0,0.0,1.0,2020,4
7662,ART CLEANBoxPro  B-Stock,0.0,2.0,2.0,0.0,0.0,2020,4
7663,ART CleanBoxPro,2.0,-2.0,0.0,160.0,0.0,2020,4
7664,Allen & Heath AH-ZED10,1.0,0.0,1.0,409.86,0.0,2020,4
7665,Audio-Technica AT8415,20.0,0.0,20.0,663.0,0.0,2020,4
7666,BW Broadcast SPARE-PSU-850W48V,1.0,0.0,1.0,1010.88,0.0,2020,4
7667,BW Broadcast TX150 V3,1.0,0.0,1.0,4086.0,0.0,2020,4
7668,BW Broadcast TX1500V1 B-Stock,0.0,1.0,1.0,4900.0,0.0,2020,4
7669,BW Broadcast TX600 V3,1.0,0.0,1.0,5926.44,0.0,2020,4
7670,Bescor TH770,0.0,0.0,0.0,0.0,3.0,2020,4
7671,Calrad 55-668-6,0.0,0.0,0.0,0.0,1.0,2020,4
7672,Chauvet Lighting POWERCONEXT10FT,0.0,0.0,0.0,0.0,7.0,2020,4
7673,Fostex Corp. T60RP,0.0,-1.0,-1.0,-192.57,0.0,2020,4
7674,Fostex Corp. T60RP (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,4
7675,Hosa Technology CMP-153,0.0,0.0,0.0,0.0,1.0,2020,4
7676,Inovonics 655,1.0,0.0,1.0,3640.0,0.0,2020,4
7677,MCi (a Mega Industries Company) CSCPR-1,0.0,0.0,0.0,0.0,1.0,2020,4
7678,Midas Consoles COMPRESSOR LIMITER 522,5.0,0.0,5.0,874.95,0.0,2020,4
7679,Midas Consoles MR18,3.0,0.0,3.0,3960.0,0.0,2020,4
7680,Midas Consoles PARAMETRIC EQUALISER 512,0.0,1.0,1.0,175.0,0.0,2020,4
7681,Myat 301-014,0.0,0.0,0.0,0.0,4.0,2020,4
7682,Myat 301-017,0.0,0.0,0.0,0.0,10.0,2020,4
7683,Myat 301-025,0.0,0.0,0.0,0.0,5.0,2020,4
7684,Myat 301-042-12,0.0,0.0,0.0,0.0,6.0,2020,4
7685,Myat 301-064-46-1,0.0,0.0,0.0,0.0,2.0,2020,4
7686,Neumann NDH 20,15.0,0.0,15.0,5386.5,0.0,2020,4
7687,Pelican 015350-0001-110 Demo Case,0.0,0.0,0.0,0.0,1.0,2020,4
7688,Pelican 1535AIR - 015350-0001-110,0.0,2.0,2.0,287.64,1.0,2020,4
7689,Pelican 1535NF - 015350-0011-110,0.0,-1.0,-1.0,-121.78,0.0,2020,4
7690,Pelican 1607AIRWF - 016070-0000-110,0.0,-1.0,-1.0,-188.48,0.0,2020,4
7691,RODE Complete Studio Kit,3.0,0.0,3.0,759.0,0.0,2020,4
7692,RODE NT-USB MINI,2.0,0.0,2.0,552.0,0.0,2020,4
7693,RODE NT-USB MINI (B-Stock),0.0,2.0,2.0,0.0,0.0,2020,4
7694,RODE PG2-R,50.0,0.0,50.0,2424.0,0.0,2020,4
7695,RODE VideoMic Pro+,6.0,0.0,6.0,1422.0,0.0,2020,4
7696,Rode NT-USB MINI,0.0,-4.0,-4.0,-276.0,0.0,2020,4
7697,Rode Wireless GO White,0.0,-1.0,-1.0,-139.0,0.0,2020,4
7698,SlingStudio Battery,0.0,0.0,0.0,0.0,1.0,2020,4
7699,SlingStudio Battery Demo,0.0,0.0,0.0,0.0,1.0,2020,4
7700,SlingStudio Camera Link,0.0,0.0,0.0,0.0,3.0,2020,4
7701,SlingStudio Camera Link Demo,0.0,0.0,0.0,0.0,1.0,2020,4
7702,SlingStudio Hub,0.0,0.0,0.0,0.0,1.0,2020,4
7703,SlingStudio USB Expander,0.0,0.0,0.0,0.0,1.0,2020,4
7704,SlingStudio USB Expander Demo,0.0,0.0,0.0,0.0,1.0,2020,4
7705,StreamEye 10,0.0,0.0,0.0,0.0,1.0,2020,4
7706,StreamEye 20,0.0,0.0,0.0,0.0,2.0,2020,4
7707,StreamEye 20 Demo,0.0,0.0,0.0,0.0,1.0,2020,4
7708,StreamEye Control,0.0,0.0,0.0,0.0,1.0,2020,4
7709,Tecnec Visca-MDX8-50,0.0,0.0,0.0,0.0,2.0,2020,4
7710,Allen & Heath AH-ZED10,0.0,-1.0,-1.0,-204.93,0.0,2020,4
7711,Allen & Heath AH-ZED10 (B-Stock),0.0,1.0,1.0,184.44,0.0,2020,4
7712,Allen & Heath AH-ZEDi10,1.0,-1.0,0.0,158.11,0.0,2020,4
7713,Allen & Heath AH-ZEDi10 (B-Stock),0.0,1.0,1.0,142.3,0.0,2020,4
7714,Angry Audio 991004,2.0,-2.0,0.0,0.0,0.0,2020,4
7715,Audio-Technica AT2020,30.0,0.0,30.0,1759.5,0.0,2020,4
7716,Audio-Technica AT2020PK,1.0,0.0,1.0,176.8,0.0,2020,4
7717,Audio-Technica ATH-M40X,100.0,0.0,100.0,5908.0,0.0,2020,4
7718,B&K 1856D,0.0,1.0,1.0,0.0,0.0,2020,4
7719,BW Broadcast SUB-PCB-TXFPC-T-V2,0.0,0.0,0.0,0.0,1.0,2020,4
7720,Bird 3140A4,0.0,0.0,0.0,0.0,1.0,2020,4
7721,CTP Systems DBBOX2,0.0,0.0,0.0,0.0,1.0,2020,4
7722,Kathrein RY-900B 890-960 MHz RADOME YAGI ANTENNA,0.0,0.0,0.0,0.0,5.0,2020,4
7723,Magnum Dynalab ST 2 B-Stock,0.0,-1.0,-1.0,-129.0,0.0,2020,4
7724,Middle Atlantic MA-GANG-10,0.0,0.0,0.0,0.0,1.0,2020,4
7725,Middle Atlantic MA-MW-6FT-660CFM,0.0,0.0,0.0,0.0,3.0,2020,4
7726,Middle Atlantic MA-PDT-1415C,0.0,0.0,0.0,0.0,3.0,2020,4
7727,Neutrik NP3X,0.0,0.0,0.0,0.0,12.0,2020,4
7728,Nicom BAC2N,0.0,0.0,0.0,0.0,1.0,2020,4
7729,Nicom BKG1P,0.0,0.0,0.0,0.0,1.0,2020,4
7730,Nicom RG213/3,0.0,0.0,0.0,0.0,2.0,2020,4
7731,Nicom RG213/50',0.0,0.0,0.0,0.0,1.0,2020,4
7732,PCM Cable PCM-KW-13,0.0,0.0,0.0,0.0,10.0,2020,4
7733,Pelican 1535AIR - 015350-0001-110,0.0,0.0,0.0,0.0,1.0,2020,4
7734,RFS 7M7MS12-030FFS,0.0,0.0,0.0,0.0,1.0,2020,4
7735,RODE NT1 Kit,10.0,0.0,10.0,2040.0,0.0,2020,4
7736,Rode PSA1,0.0,1.0,1.0,62.61,0.0,2020,4
7737,Shure MV5/A-B-LTG,1.0,-1.0,0.0,70.3,0.0,2020,4
7738,Shure MV51/A,1.0,-1.0,0.0,122.55,0.0,2020,4
7739,Shure MV51/A  b-stock,0.0,1.0,1.0,110.3,0.0,2020,4
7740,Shure SM58-LC,40.0,0.0,40.0,5760.0,0.0,2020,4
7741,SlingStudio Battery,0.0,0.0,0.0,0.0,2.0,2020,4
7742,SlingStudio Camera Link,0.0,0.0,0.0,0.0,3.0,2020,4
7743,SlingStudio Hub,0.0,0.0,0.0,0.0,1.0,2020,4
7744,SlingStudio USB Expander,0.0,0.0,0.0,0.0,1.0,2020,4
7745,StreamEye Wallmount,0.0,3.0,3.0,0.0,0.0,2020,4
7746,Tascam US-2x2TP-CU,4.0,0.0,4.0,686.8,0.0,2020,4
7747,AKG C44-USB,1.0,0.0,1.0,201.16,0.0,2020,4
7748,Allen & Heath AH-ZED14,6.0,0.0,6.0,1878.06,0.0,2020,4
7749,Allen & Heath AH-ZED18,2.0,0.0,2.0,895.84,0.0,2020,4
7750,Allen & Heath AH-ZED6,8.0,0.0,8.0,707.28,0.0,2020,4
7751,Audio-Technica AT2020,1.0,0.0,1.0,117.3,0.0,2020,4
7752,Audio-Technica AT2020PK,20.0,0.0,20.0,7072.0,0.0,2020,4
7753,Audio-Technica AT8024,1.0,0.0,1.0,297.5,0.0,2020,4
7754,Audio-Technica ATW-1101/L,0.0,0.0,0.0,0.0,1.0,2020,4
7755,Audio-Technica BPHS1,3.0,0.0,3.0,1351.8000000000002,0.0,2020,4
7756,BW Broadcast TX300 V2 Demo,0.0,-1.0,-1.0,-1806.3,0.0,2020,4
7757,BW Broadcast TX300 V3 Demo,0.0,1.0,1.0,2501.99,0.0,2020,4
7758,Barix AG Exstreamer 110,10.0,0.0,10.0,1618.5,0.0,2020,4
7759,Behringer SU9920,6.0,0.0,6.0,1091.8799999999999,0.0,2020,4
7760,Bescor TH770,0.0,0.0,0.0,0.0,1.0,2020,4
7761,Burk Technology AutoPilot ARC PLUS,0.0,0.0,0.0,0.0,1.0,2020,4
7762,Calrad 55-668-6,0.0,0.0,0.0,0.0,1.0,2020,4
7763,Dbx 676,1.0,0.0,1.0,711.41,0.0,2020,4
7764,EATON EATS120,1.0,0.0,1.0,0.0,1.0,2020,4
7765,Electro-Voice 309A,0.0,0.0,0.0,0.0,1.0,2020,4
7766,Fostex Corp. HP-A4BL,4.0,0.0,4.0,1170.56,0.0,2020,4
7767,Fostex Corp. PM04C-B,8.0,0.0,8.0,5576.0,0.0,2020,4
7768,Hosa Technology CMP-153,0.0,0.0,0.0,0.0,1.0,2020,4
7769,Lewitt LCT-240-PRO-BLK,16.0,0.0,16.0,2880.0,0.0,2020,4
7770,Lewitt LCT-440-PURE,0.0,-1.0,-1.0,-171.0,0.0,2020,4
7771,Midas Consoles L6,1.0,-1.0,0.0,174.99,0.0,2020,4
7772,Midas Consoles L6  b-stock,0.0,1.0,1.0,157.49,0.0,2020,4
7773,Middle Atlantic MA-R4CN-4530B,1.0,0.0,1.0,0.0,1.0,2020,4
7774,Middle Atlantic MA-RLA-CC,2.0,0.0,2.0,0.0,2.0,2020,4
7775,Novation Launchkey 49,12.0,0.0,12.0,1799.88,0.0,2020,4
7776,Novation Launchpad Pro,4.0,0.0,4.0,899.96,0.0,2020,4
7777,On-Stage Stands DS7100B,24.0,0.0,24.0,143.76,0.0,2020,4
7778,On-Stage Stands DS7100C,17.0,0.0,17.0,101.83,0.0,2020,4
7779,PRODYS QTUM-4Gx2-INT-US,2.0,0.0,2.0,1952.82,2.0,2020,4
7780,PRODYS QTUM-W,2.0,0.0,2.0,6506.36,2.0,2020,4
7781,PRODYS QTUM-W-BAG,2.0,0.0,2.0,130.12,0.0,2020,4
7782,Pelican 1555NF - 015550-0010-110,0.0,1.0,1.0,109.6,0.0,2020,4
7783,Presonus AudioBox iOne,1.0,0.0,1.0,154.0,0.0,2020,4
7784,Presonus Blue Tube DP V2,12.0,0.0,12.0,3840.0,0.0,2020,4
7785,Presonus Studio Channel,6.0,0.0,6.0,1302.0,0.0,2020,4
7786,Presonus TubePre V2,12.0,0.0,12.0,1200.0,0.0,2020,4
7787,RODE Boompole,3.0,0.0,3.0,462.0,0.0,2020,4
7788,RODE Boompole  b-stock,0.0,3.0,3.0,207.89999999999998,0.0,2020,4
7789,RODE RODECaster Pro,1.0,0.0,1.0,800.1,0.0,2020,4
7790,Rode Boompole,0.0,-3.0,-3.0,-231.0,0.0,2020,4
7791,Rode RodeCaster Pro,0.0,-1.0,-1.0,-400.05,0.0,2020,4
7792,SAGE ENDEC-3644,0.0,0.0,0.0,0.0,1.0,2020,4
7793,Shively Labs 078F-610,0.0,0.0,0.0,0.0,1.0,2020,4
7794,SlingStudio Battery,0.0,0.0,0.0,0.0,1.0,2020,4
7795,SlingStudio Camera Link,0.0,0.0,0.0,0.0,1.0,2020,4
7796,SlingStudio Hub,0.0,0.0,0.0,0.0,1.0,2020,4
7797,StreamEye 20,0.0,0.0,0.0,0.0,1.0,2020,4
7798,Yellowtec YT3701,10.0,0.0,10.0,3330.0,0.0,2020,4
7799,AKG C44-USB,43.0,0.0,43.0,4324.94,0.0,2020,4
7800,AKG K275 HEADPHONES,12.0,0.0,12.0,756.0,0.0,2020,4
7801,AKG K702,6.0,0.0,6.0,1349.46,0.0,2020,4
7802,Andrew H7FB-110-S,0.0,0.0,0.0,0.0,2.0,2020,4
7803,Audio-Technica AT8314-10,0.0,0.0,0.0,0.0,2.0,2020,4
7804,BW Broadcast TX50v2 Demo,0.0,1.0,1.0,0.0,0.0,2020,4
7805,Behringer P16-D,8.0,0.0,8.0,728.0,0.0,2020,4
7806,Behringer P16-I,1.0,0.0,1.0,175.0,0.0,2020,4
7807,Behringer X-TOUCH,3.0,0.0,3.0,1259.97,0.0,2020,4
7808,Behringer X32,4.0,0.0,4.0,6999.96,0.0,2020,4
7809,Burk Technology AutoPilot ARC PLUS,0.0,0.0,0.0,0.0,1.0,2020,4
7810,Burk Technology PLUS-X 600,0.0,0.0,0.0,0.0,1.0,2020,4
7811,Burk Technology SNMP Plus,0.0,0.0,0.0,0.0,1.0,2020,4
7812,ERI RLA150-050,0.0,0.0,0.0,0.0,2.0,2020,4
7813,Hosa Technology PWC-143,48.0,0.0,48.0,201.60000000000002,0.0,2020,4
7814,Inovonics 568,0.0,0.0,0.0,0.0,1.0,2020,4
7815,JBL 308PMKII,6.0,0.0,6.0,1032.66,0.0,2020,4
7816,Loaner Item,0.0,0.0,0.0,0.0,1.0,2020,4
7817,Mackie HR624MK2 (Pair),0.0,0.0,0.0,0.0,1.0,2020,4
7818,Nicom BKG1P,0.0,0.0,0.0,0.0,1.0,2020,4
7819,Nicom RG213/50',0.0,0.0,0.0,0.0,1.0,2020,4
7820,On-Stage Stands DS7200B,24.0,0.0,24.0,150.96,0.0,2020,4
7821,PCM Cable PCM-KW-17,0.0,0.0,0.0,0.0,5.0,2020,4
7822,Presonus Studio 68c,3.0,0.0,3.0,624.0,0.0,2020,4
7823,RELOOP CONCORDE-BLACK,0.0,0.0,0.0,0.0,2.0,2020,4
7824,RF Industries RFN-1036-1,0.0,0.0,0.0,0.0,6.0,2020,4
7825,Shively Labs 158F-302,0.0,0.0,0.0,0.0,1.0,2020,4
7826,Shively Labs 158F-901,0.0,0.0,0.0,0.0,1.0,2020,4
7827,Shively Labs 158NF-302,0.0,0.0,0.0,0.0,1.0,2020,4
7828,Staco Energy Products SCV-10001 Demo,0.0,-1.0,-1.0,-462.0,0.0,2020,4
7829,AKG K371 BT,10.0,0.0,10.0,1127.7,0.0,2020,4
7830,Andrew L4.5PDM-RC,0.0,0.0,0.0,0.0,2.0,2020,4
7831,Atlas Sound DS7,0.0,0.0,0.0,0.0,2.0,2020,4
7832,Atlas Sound DS7E,24.0,0.0,24.0,512.4000000000001,0.0,2020,4
7833,Audio-Technica AT2010,0.0,0.0,0.0,0.0,1.0,2020,4
7834,Audio-Technica AT2020USB+,1.0,0.0,1.0,185.3,0.0,2020,4
7835,Audio-Technica AT8314-10,0.0,0.0,0.0,0.0,2.0,2020,4
7836,Audio-Technica ATH-M30X,0.0,0.0,0.0,0.0,2.0,2020,4
7837,Audio-Technica ATH-M50XWH,30.0,0.0,30.0,3047.4,0.0,2020,4
7838,Audio-Technica BPHS1,3.0,0.0,3.0,2027.6999999999998,0.0,2020,4
7839,AudioScience ASI5810,2.0,0.0,2.0,1627.38,0.0,2020,4
7840,CISCO CATALYST 3560CX-12PC-S,1.0,0.0,1.0,794.67,3.0,2020,4
7841,Chris Scott TNF,0.0,0.0,0.0,0.0,2.0,2020,4
7842,Cisco 2960CX-8PC-L,0.0,0.0,0.0,0.0,2.0,2020,4
7843,Cisco WS-C3650-24TS-L,1.0,0.0,1.0,965.25,1.0,2020,4
7844,Dbx 266xs,1.0,0.0,1.0,202.46,0.0,2020,4
7845,Dbx 286s,1.0,0.0,1.0,274.82,0.0,2020,4
7846,Electro-Voice RE50/B,1.0,-1.0,0.0,123.66,0.0,2020,4
7847,Electro-Voice RE50/B Used-Excellent,0.0,1.0,1.0,0.0,0.0,2020,4
7848,Electro-Voice ZLX-12BT-US,0.0,0.0,0.0,0.0,1.0,2020,4
7849,Heil Sound PL2T,20.0,0.0,20.0,1520.0,0.0,2020,4
7850,Heil Sound PR77D,4.0,0.0,4.0,696.0,0.0,2020,4
7851,Kathrein 01700-075,0.0,0.0,0.0,0.0,1.0,2020,4
7852,Kathrein 753 10243,0.0,0.0,0.0,0.0,2.0,2020,4
7853,Kathrein MKPS-2 MOUNTING KIT,0.0,2.0,2.0,212.0,2.0,2020,4
7854,Middle Atlantic MA-VTF1-CP12,0.0,0.0,0.0,0.0,3.0,2020,4
7855,OC White AL-MBP1,0.0,0.0,0.0,0.0,2.0,2020,4
7856,PCM Cable PCM-KW-16,0.0,0.0,0.0,0.0,3.0,2020,4
7857,Primus Labor,0.0,0.0,0.0,0.0,2.0,2020,4
7858,RF Industries P2RFD-1652-SS,0.0,0.0,0.0,0.0,1.0,2020,4
7859,RF Industries P2RFD-1671-SS,0.0,0.0,0.0,0.0,1.0,2020,4
7860,RODE NTR,3.0,0.0,3.0,1746.0,0.0,2020,4
7861,RODE SMR,80.0,0.0,80.0,3680.0,0.0,2020,4
7862,Rode NT-USB MINI,0.0,1.0,1.0,69.0,0.0,2020,4
7863,Sescom Iphone-MIc-I,0.0,4.0,4.0,95.8,0.0,2020,4
7864,Shure SM57-LC,20.0,0.0,20.0,1314.0,0.0,2020,4
7865,Shure SM58-LC,20.0,0.0,20.0,1440.0,0.0,2020,4
7866,Warm Audio WA-47jr,4.0,0.0,4.0,876.0,0.0,2020,4
7867,Warm Audio WA-87,3.0,0.0,3.0,2610.0,0.0,2020,4
7868,Warm Audio WA76,2.0,0.0,2.0,890.0,0.0,2020,4
7869,-USED- DELTA SM-1,0.0,1.0,1.0,0.0,0.0,2020,4
7870,American Amplifier Technologies 318-50-AIB,0.0,0.0,0.0,0.0,4.0,2020,4
7871,American Amplifier Tecnologies 318-50-FFCT,0.0,0.0,0.0,0.0,4.0,2020,4
7872,Andrew F4A-DMDM-10-P,0.0,0.0,0.0,0.0,3.0,2020,4
7873,Andrew F4A-PNMNM-10,0.0,0.0,0.0,0.0,1.0,2020,4
7874,Audio-Technica AT831B,6.0,0.0,6.0,759.9000000000001,0.0,2020,4
7875,Audio-Technica ATH-M70X,6.0,0.0,6.0,1065.9,0.0,2020,4
7876,Audio-Technica BPHS1,100.0,0.0,100.0,11850.0,0.0,2020,4
7877,Broadcast Tools SS 2.1 MLR/BNC,0.0,0.0,0.0,0.0,2.0,2020,4
7878,Delta SM-1,0.0,1.0,1.0,0.0,0.0,2020,4
7879,Ecreso EMR5,0.0,0.0,0.0,0.0,1.0,2020,4
7880,Electro-Voice RE20,4.0,0.0,4.0,1315.44,0.0,2020,4
7881,In stock Wireless GPS210,0.0,0.0,0.0,0.0,2.0,2020,4
7882,JBL 306PMKII,8.0,0.0,8.0,1074.64,0.0,2020,4
7883,Jampro ADB-FM1,0.0,0.0,0.0,0.0,1.0,2020,4
7884,Kathrein CXA-FM 88-108 MHz COAX TRANSFORMER,0.0,0.0,0.0,0.0,1.0,2020,4
7885,MPD Digital Rg8x-bnc-antenna-cable-6ft,0.0,0.0,0.0,0.0,8.0,2020,4
7886,Moseley SL9003Q-2S STL,0.0,1.0,1.0,0.0,0.0,2020,4
7887,Neumann EA 4,11.0,0.0,11.0,1108.8,0.0,2020,4
7888,Nicom BAC2FL,0.0,0.0,0.0,0.0,1.0,2020,4
7889,Nicom HIC3M,0.0,0.0,0.0,0.0,2.0,2020,4
7890,Norsat 3120,25.0,0.0,25.0,4375.0,0.0,2020,4
7891,PCM Cable PCM-KW-17,0.0,0.0,0.0,0.0,10.0,2020,4
7892,RFS HOIST1-12L,0.0,0.0,0.0,0.0,2.0,2020,4
7893,RFS LCF78-50JA,400.0,0.0,400.0,664.0,0.0,2020,4
7894,RFS NF-LCF12-D01,0.0,0.0,0.0,0.0,2.0,2020,4
7895,RFS NM-LCF12-D01,0.0,0.0,0.0,0.0,2.0,2020,4
7896,RFS NMNMS12-500FFP,0.0,0.0,0.0,0.0,1.0,2020,4
7897,RODE SMR,20.0,0.0,20.0,920.0,0.0,2020,4
7898,Sennheiser AMBEO VR Mic,1.0,0.0,1.0,932.4,0.0,2020,4
7899,Sennheiser AVX-ME2 SET-4-US,3.0,0.0,3.0,1512.0,0.0,2020,4
7900,Sennheiser HD 280 PRO,12.0,0.0,12.0,850.56,0.0,2020,4
7901,Sennheiser HD 300 PRO,6.0,0.0,6.0,864.0,0.0,2020,4
7902,Sennheiser HD 300 PROtect,6.0,0.0,6.0,993.5999999999999,0.0,2020,4
7903,Shure BETA 58A,30.0,0.0,30.0,3060.0,0.0,2020,4
7904,Shure SM57-LC,80.0,0.0,80.0,5256.0,1.0,2020,4
7905,Shure SM58-LC,80.0,0.0,80.0,5760.0,0.0,2020,4
7906,Shure SM58S,40.0,0.0,40.0,3024.0,0.0,2020,4
7907,SlingStudio Camera Link,0.0,0.0,0.0,0.0,1.0,2020,4
7908,SlingStudio USB Expander,0.0,0.0,0.0,0.0,1.0,2020,4
7909,Tieline Technology ViA Dual LTE Module - USA,0.0,0.0,0.0,0.0,1.0,2020,4
7910,Zoom F1-LP,0.0,-1.0,-1.0,-139.99,0.0,2020,4
7911,Audio-Technica AT4050,2.0,0.0,2.0,909.5,0.0,2020,5
7912,Audio-Technica ATH-M40X,102.0,-1.0,101.0,30071.719999999998,0.0,2020,5
7913,Audio-Technica ATH-M50XWH,1.0,-1.0,0.0,101.58,1.0,2020,5
7914,Audio-Technica BPHS1,1.0,-1.0,0.0,107.08000000000001,0.0,2020,5
7915,Audio-Technica PRO-DRUM7,4.0,0.0,4.0,949.64,0.0,2020,5
7916,Behringer X18,0.0,0.0,0.0,0.0,1.0,2020,5
7917,Bird 250B,0.0,0.0,0.0,0.0,1.0,2020,5
7918,Dbx 286s,1.0,-1.0,0.0,137.41,0.0,2020,5
7919,Dbx 286s (B-Stock),0.0,1.0,1.0,82.15,0.0,2020,5
7920,Electro-Voice RE20,20.0,0.0,20.0,13154.400000000001,0.0,2020,5
7921,Electro-Voice RE320,1.0,0.0,1.0,345.76,0.0,2020,5
7922,Excalibur XLRJ45-F,0.0,0.0,0.0,0.0,10.0,2020,5
7923,Gator G-MIXERBAG-1515,3.0,0.0,3.0,83.34,0.0,2020,5
7924,Gator GKB-88 SLIM,3.0,0.0,3.0,246.27,0.0,2020,5
7925,Gator GTSA-UTLDF222508,3.0,0.0,3.0,729.45,0.0,2020,5
7926,Gator GU-2011-07-WPDF,14.0,0.0,14.0,1768.3400000000001,0.0,2020,5
7927,Gator GU-2217-13-WPDF,3.0,0.0,3.0,625.23,0.0,2020,5
7928,Klark Teknik 76-KT,1.0,-1.0,0.0,280.0,0.0,2020,5
7929,Lewitt LCT-240-PRO-BLK,4.0,0.0,4.0,360.0,0.0,2020,5
7930,MP2-115A,0.0,0.0,0.0,0.0,6.0,2020,5
7931,Middle Atlantic MA-BRK12,0.0,0.0,0.0,0.0,1.0,2020,5
7932,Novation Launchkey 49,3.0,0.0,3.0,382.46999999999997,0.0,2020,5
7933,Novation MiniNova,2.0,0.0,2.0,554.98,0.0,2020,5
7934,OC White PMB-1,0.0,0.0,0.0,0.0,1.0,2020,5
7935,RDU101,0.0,0.0,0.0,0.0,6.0,2020,5
7936,RFS NMNMS12-500FFP,0.0,0.0,0.0,0.0,1.0,2020,5
7937,RODE NT-USB MINI,1.0,0.0,1.0,138.0,0.0,2020,5
7938,RODE NT-USB MINI (B-Stock),0.0,1.0,1.0,62.1,0.0,2020,5
7939,Rode NT-USB MINI,0.0,-1.0,-1.0,-69.0,0.0,2020,5
7940,Rolls HR78X,1.0,0.0,1.0,295.42,0.0,2020,5
7941,Rolls RA163,6.0,0.0,6.0,1440.0,0.0,2020,5
7942,Rolls RM67,6.0,0.0,6.0,1008.0,0.0,2020,5
7943,Sennheiser NT 1-1-US  B-stock,0.0,1.0,1.0,0.0,0.0,2020,5
7944,Shure SE215-CL,1.0,-1.0,0.0,63.0,0.0,2020,5
7945,Shure SE215-CL-BT1  B-stock,0.0,1.0,1.0,0.0,0.0,2020,5
7946,Warm Audio WA76,1.0,0.0,1.0,445.0,0.0,2020,5
7947,"American Amplifier Technologies, LLC01 AAT 078-50-AIC",0.0,0.0,0.0,0.0,1.0,2020,5
7948,Audio-Technica AT4040,1.0,0.0,1.0,211.65,0.0,2020,5
7949,Bescor TH770,0.0,0.0,0.0,0.0,2.0,2020,5
7950,Calrad 55-668-6,0.0,0.0,0.0,0.0,2.0,2020,5
7951,Electro-Voice RE20,0.0,0.0,0.0,0.0,2.0,2020,5
7952,Eris E5 XT (Pair),0.0,2.0,2.0,0.0,0.0,2020,5
7953,Focusrite Scarlett 4i4 3G,0.0,2.0,2.0,299.98,0.0,2020,5
7954,Hosa Technology CMP-153,0.0,0.0,0.0,0.0,2.0,2020,5
7955,Instek GOS-620,0.0,1.0,1.0,0.0,0.0,2020,5
7956,Mackie 802VLZ4,0.0,1.0,1.0,146.87,1.0,2020,5
7957,Mackie 802VLZ4 B-Stock,0.0,-1.0,-1.0,-146.87,0.0,2020,5
7958,Middle Atlantic MA-LBP-1A,0.0,0.0,0.0,0.0,1.0,2020,5
7959,Middle Atlantic MA-LBP-2A,0.0,0.0,0.0,0.0,1.0,2020,5
7960,Middle Atlantic MA-LBP-6A,0.0,0.0,0.0,0.0,1.0,2020,5
7961,Presonus Eris E5 XT,0.0,-4.0,-4.0,-360.0,0.0,2020,5
7962,Rode Lavalier GO,0.0,1.0,1.0,0.0,0.0,2020,5
7963,Rode VideoMic Pro+,0.0,5.0,5.0,1185.0,0.0,2020,5
7964,Shure SM58-LC,0.0,0.0,0.0,0.0,1.0,2020,5
7965,SlingStudio Battery,0.0,0.0,0.0,0.0,2.0,2020,5
7966,SlingStudio Camera Link,0.0,0.0,0.0,0.0,2.0,2020,5
7967,SlingStudio Hub,0.0,0.0,0.0,0.0,2.0,2020,5
7968,StreamEye 20,0.0,0.0,0.0,0.0,2.0,2020,5
7969,Yellowtec YT3236,0.0,0.0,0.0,0.0,1.0,2020,5
7970,Audio-Technica AT4040,5.0,0.0,5.0,1058.25,0.0,2020,5
