,Item,Receipts,Inv_Adj,Aftr_adj_Qty,Cost,Sales_Qty,year,month
14333,Bext MDR1,0.0,0.0,0.0,0.0,1.0,2020,10
14334,CyberPower UPS-CYB-CP600LCD,1.0,0.0,1.0,64.0,0.0,2020,10
14335,Denon Pro DN-300Z,0.0,0.0,0.0,0.0,2.0,2020,10
14336,Electro-Voice WSPL-2,0.0,0.0,0.0,0.0,4.0,2020,10
14337,Electro-Voice ZLX-15BT-US,4.0,-1.0,3.0,646.56,0.0,2020,10
14338,Eupen 7/16M50V78N1,0.0,0.0,0.0,0.0,1.0,2020,10
14339,Eupen EIA78CH,0.0,0.0,0.0,0.0,1.0,2020,10
14340,Eupen EIA78V78N,0.0,0.0,0.0,0.0,3.0,2020,10
14341,Eupen HG-78,0.0,0.0,0.0,0.0,2.0,2020,10
14342,Focusrite Clarett 4Pre USB (FBA),1.0,0.0,1.0,0.0,0.0,2020,10
14343,Focusrite Scarlett 2i2 3G,1.0,0.0,1.0,237.18,0.0,2020,10
14344,Focusrite Scarlett 2i2 3G (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14345,Focusrite Scarlett 2i2 3G (safety stock),0.0,-4.0,-4.0,0.0,0.0,2020,10
14346,Focusrite Scarlett 2i2 3G with Mic Cable Package,0.0,-1.0,-1.0,-91.34,0.0,2020,10
14347,Focusrite Scarlett 2i2 Studio 3G,1.0,0.0,1.0,393.66,0.0,2020,10
14348,Focusrite Scarlett 4i4 (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14349,Focusrite Scarlett Solo 3G,1.0,-1.0,0.0,82.16999999999999,0.0,2020,10
14350,Focusrite Scarlett Solo 3G (B-Stock),0.0,2.0,2.0,0.0,0.0,2020,10
14351,Focusrite Scarlett Solo Studio 3G (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14352,Fostex Corp. RM-3,0.0,0.0,0.0,0.0,1.0,2020,10
14353,Furman M8LX,0.0,0.0,0.0,0.0,1.0,2020,10
14354,GatesAir HARFAX150,0.0,0.0,0.0,0.0,1.0,2020,10
14355,Hosa Technology CSS-105,0.0,0.0,0.0,0.0,4.0,2020,10
14356,Hosa Technology STX-105F,0.0,0.0,0.0,0.0,4.0,2020,10
14357,Ideal 6748-1,0.0,0.0,0.0,0.0,2.0,2020,10
14358,Midas Consoles DL32,1.0,0.0,1.0,1100.0,0.0,2020,10
14359,Myat 101-021,0.0,3.0,3.0,0.0,0.0,2020,10
14360,Myat 201-009,0.0,-1.0,-1.0,-48.75,0.0,2020,10
14361,Myat 201-012,0.0,-1.0,-1.0,-7.5,0.0,2020,10
14362,Myat 201-013,0.0,-1.0,-1.0,0.0,0.0,2020,10
14363,Myat 201-019,0.0,-26.0,-26.0,-1170.0,0.0,2020,10
14364,Myat 201-023,0.0,-1.0,-1.0,-360.0,0.0,2020,10
14365,Myat 201-064,0.0,0.0,0.0,0.0,0.0,2020,10
14366,Myat 201-065,0.0,-1.0,-1.0,0.0,0.0,2020,10
14367,Myat 301-012,0.0,-1.0,-1.0,-9.0,0.0,2020,10
14368,Myat 301-013,0.0,-4.0,-4.0,0.0,0.0,2020,10
14369,Myat 301-025,0.0,-3.0,-3.0,0.0,0.0,2020,10
14370,Neumann TLM 102 STUDIO SET,1.0,-1.0,0.0,598.5,0.0,2020,10
14371,Neumann TLM 102 STUDIO SET (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14372,On-Stage Stands DS7100B,0.0,0.0,0.0,0.0,1.0,2020,10
14373,PCM Cable PCM-KW-17,0.0,0.0,0.0,0.0,12.0,2020,10
14374,RFS 158EIA-LCF78-062,0.0,-1.0,-1.0,-227.56,0.0,2020,10
14375,RFS APD20-D-35XH0R00S0,0.0,0.0,0.0,0.0,1.0,2020,10
14376,RODE Lavalier GO White,1.0,0.0,1.0,90.0,0.0,2020,10
14377,RODE NTG-2,2.0,0.0,2.0,760.0,0.0,2020,10
14378,Radio Design Labs / RDL MB-1,0.0,0.0,0.0,0.0,2.0,2020,10
14379,Radio Design Labs / RDL ST-DA3,0.0,0.0,0.0,0.0,2.0,2020,10
14380,Rode Lavalier GO White,0.0,-1.0,-1.0,-45.0,0.0,2020,10
14381,Rode RodeCaster Pro (Safety Stock),0.0,-1.0,-1.0,0.0,0.0,2020,10
14382,Sennheiser HD 280 PRO,1.0,0.0,1.0,141.76,1.0,2020,10
14383,Shively Labs 078F-001,0.0,-2.0,-2.0,-5.6,0.0,2020,10
14384,Shively Labs 078F-010,0.0,-2.0,-2.0,-12.6,0.0,2020,10
14385,Shively Labs 078F-188,0.0,1.0,1.0,91.0,0.0,2020,10
14386,Shively Labs 078F-501,0.0,-1.0,-1.0,-27.75,0.0,2020,10
14387,Shively Labs 078F-610,0.0,-2.0,-2.0,-666.0,0.0,2020,10
14388,Shively Labs 078F-615,0.0,-3.0,-3.0,-798.0,0.0,2020,10
14389,Shively Labs 158F-001,0.0,2.0,2.0,7.0,0.0,2020,10
14390,Shively Labs 158F-010,0.0,2.0,2.0,14.0,0.0,2020,10
14391,Shively Labs 158F-302,0.0,-1.0,-1.0,-238.0,0.0,2020,10
14392,Shively Labs 158F-501,0.0,-2.0,-2.0,-88.58,0.0,2020,10
14393,Shively Labs 158F-620,0.0,-1.0,-1.0,-199.5,0.0,2020,10
14394,Shively Labs 158F-701,0.0,-1.0,-1.0,-272.6,0.0,2020,10
14395,Shively Labs 318F-010,0.0,-2.0,-2.0,-18.2,0.0,2020,10
14396,Shively Labs 318F-302,0.0,1.0,1.0,406.0,0.0,2020,10
14397,Shively Labs 318F-501,0.0,-1.0,-1.0,-70.5,0.0,2020,10
14398,Shively Labs 318F-600,0.0,3.0,3.0,1039.5,0.0,2020,10
14399,Shively Labs 318F-620,0.0,1.0,1.0,294.0,0.0,2020,10
14400,Shively Labs 318F-901,0.0,-2.0,-2.0,-147.0,0.0,2020,10
14401,Show Me Cables 28-258-005,0.0,0.0,0.0,0.0,12.0,2020,10
14402,Shure SM58-LC,0.0,0.0,0.0,0.0,1.0,2020,10
14403,SoleSource Wireless BB-34,0.0,0.0,0.0,0.0,1.0,2020,10
14404,SoleSource Wireless SSB-12,0.0,0.0,0.0,0.0,5.0,2020,10
14405,SoleSource Wireless SSB-34,0.0,0.0,0.0,0.0,1.0,2020,10
14406,SoleSource Wireless SSB-TOOL,0.0,0.0,0.0,0.0,1.0,2020,10
14407,Tascam BD-MP1,3.0,0.0,3.0,750.0,0.0,2020,10
14408,Tascam DP-008EX,4.0,0.0,4.0,727.32,0.0,2020,10
14409,Tascam TH-05,0.0,0.0,0.0,0.0,1.0,2020,10
14410,AKG C214,6.0,0.0,6.0,1419.78,0.0,2020,10
14411,AKG C44-USB,0.0,91.0,91.0,24116.82,0.0,2020,10
14412,AKG C44-USB (FBA),0.0,-91.0,-91.0,0.0,0.0,2020,10
14413,ANDREW H7ATTACH-158,0.0,0.0,0.0,0.0,1.0,2020,10
14414,Allen & Heath AH-ZEDi8 (FBA),1.0,0.0,1.0,0.0,0.0,2020,10
14415,Andrew BN-918311,0.0,0.0,0.0,0.0,2.0,2020,10
14416,Andrew H7FB-110-S,0.0,0.0,0.0,0.0,2.0,2020,10
14417,Andrew SG158-12B2U,0.0,0.0,0.0,0.0,4.0,2020,10
14418,Angry Audio PS-WWBLACKX4,0.0,0.0,0.0,0.0,2.0,2020,10
14419,Audio-Technica BPHS1,0.0,9.0,9.0,2124.1800000000003,0.0,2020,10
14420,Audio-Technica BPHS1 (FBA),0.0,-9.0,-9.0,0.0,0.0,2020,10
14421,Behringer DI4000V2,1.0,0.0,1.0,97.99,0.0,2020,10
14422,Behringer Wing (B-Stock),1.0,0.0,1.0,4408.74,0.0,2020,10
14423,Broadcast Tools Audio Sentinel 4>>Web,0.0,0.0,0.0,0.0,2.0,2020,10
14424,Broadcast Tools RA-1,0.0,0.0,0.0,0.0,2.0,2020,10
14425,Comrex ACCESS NX Mixer,0.0,0.0,0.0,0.0,1.0,2020,10
14426,CyberPower PDU20SW10ATNET,0.0,0.0,0.0,0.0,1.0,2020,10
14427,Electro-Voice 320,12.0,0.0,12.0,325.32,0.0,2020,10
14428,Electro-Voice RE320,0.0,0.0,0.0,0.0,1.0,2020,10
14429,Electro-Voice ZLX-15BT-US,0.0,1.0,1.0,323.28,0.0,2020,10
14430,Focusrite Clarett 2Pre USB,9.0,-9.0,0.0,1923.6599999999999,0.0,2020,10
14431,Focusrite Clarett 2Pre USB (B-Stock),0.0,9.0,9.0,0.0,0.0,2020,10
14432,Focusrite Clarett 4Pre USB,1.0,-1.0,0.0,-18.0,0.0,2020,10
14433,Focusrite Clarett 4Pre USB (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14434,Focusrite Scarlett 2i2 3G,150.0,-100.0,50.0,6004.0,0.0,2020,10
14435,Focusrite Scarlett 2i2 3G with Mic Cable Package,0.0,50.0,50.0,4567.0,0.0,2020,10
14436,Focusrite Scarlett 2i2 3G with Tascam Headphones and two mic cables,0.0,50.0,50.0,0.0,0.0,2020,10
14437,Focusrite Scarlett 4i4 3G,50.0,0.0,50.0,8624.5,0.0,2020,10
14438,Focusrite Scarlett 8i6 3G,1.0,-1.0,0.0,213.74,0.0,2020,10
14439,Focusrite Scarlett 8i6 3G (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14440,Focusrite Scarlett Solo 3G,52.0,-1.0,51.0,21133.560000000005,0.0,2020,10
14441,Focusrite Scarlett Solo 3G (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14442,GatesAir FMXi-4g,0.0,0.0,0.0,0.0,1.0,2020,10
14443,GatesAir HARFAX10KDLXRK,0.0,0.0,0.0,0.0,1.0,2020,10
14444,GatesAir HARFAX150HD,0.0,0.0,0.0,0.0,1.0,2020,10
14445,Inovonics 262,3.0,0.0,3.0,2880.0,0.0,2020,10
14446,Inovonics 525N,1.0,0.0,1.0,1740.0,0.0,2020,10
14447,Inovonics 531N,14.0,0.0,14.0,211680.0,0.0,2020,10
14448,Inovonics 567,2.0,0.0,2.0,2400.0,0.0,2020,10
14449,Inovonics 568,6.0,0.0,6.0,8640.0,0.0,2020,10
14450,Inovonics 610,10.0,0.0,10.0,7200.0,0.0,2020,10
14451,Inovonics 679,10.0,0.0,10.0,5700.0,0.0,2020,10
14452,Inovonics 703,4.0,0.0,4.0,1652.0,0.0,2020,10
14453,Inovonics 732,7.0,0.0,7.0,20076.0,0.0,2020,10
14454,Inovonics RK-00,0.0,0.0,0.0,0.0,4.0,2020,10
14455,Neumann NDH 20,0.0,1.0,1.0,359.1,0.0,2020,10
14456,Neumann NDH 20 (FBA),0.0,-1.0,-1.0,0.0,0.0,2020,10
14457,Nord AMS-NDRUM3P,1.0,-1.0,0.0,456.0,0.0,2020,10
14458,Nord AMS-NDRUM3P (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14459,Novation Launchkey 49 [MK3] (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14460,Novation Launchkey Mini [MK3],15.0,-5.0,10.0,1727.3999999999999,0.0,2020,10
14461,Novation Launchkey Mini [MK3] (B-Stock),0.0,5.0,5.0,0.0,0.0,2020,10
14462,OC White AL-MBP1,24.0,0.0,24.0,1544.3999999999999,1.0,2020,10
14463,Presonus AudioBox 96 Studio B-Stock,1.0,-1.0,0.0,0.0,0.0,2020,10
14464,Primus Labor,0.0,0.0,0.0,0.0,2.0,2020,10
14465,RCI Custom SCM001-2001129BJ-2,0.0,0.0,0.0,0.0,1.0,2020,10
14466,RFS CONN-INSTALL,0.0,0.0,0.0,0.0,2.0,2020,10
14467,RFS GKFORM60-12,0.0,0.0,0.0,0.0,3.0,2020,10
14468,RFS HOIST1-12L,0.0,0.0,0.0,0.0,2.0,2020,10
14469,RFS NF-LCF12-D01,0.0,0.0,0.0,0.0,2.0,2020,10
14470,RFS NF-LCF78-D01K,0.0,0.0,0.0,0.0,2.0,2020,10
14471,RFS RMA-BI,0.0,0.0,0.0,0.0,11.0,2020,10
14472,RODE PG2-R,1.0,0.0,1.0,96.96,0.0,2020,10
14473,RODE RODElink LAV,1.0,0.0,1.0,124.0,0.0,2020,10
14474,RODE RODElink LAV (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14475,RODE i-XLR (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14476,Rode RodeCaster Pro (Safety Stock),0.0,-3.0,-3.0,0.0,0.0,2020,10
14477,Rode Rodelink LAV,0.0,-2.0,-2.0,-124.0,0.0,2020,10
14478,SAGE FIRMWARE UPGRADE,3.0,0.0,3.0,2691.0,0.0,2020,10
14479,StudioHub SH-2XLRF,0.0,0.0,0.0,0.0,1.0,2020,10
14480,StudioHub SH-2XLRM,0.0,0.0,0.0,0.0,1.0,2020,10
14481,StudioHub SH-2XLRMF,0.0,0.0,0.0,0.0,1.0,2020,10
14482,StudioHub SH-MATCHPANEL,0.0,0.0,0.0,0.0,1.0,2020,10
14483,Tieline Technology Report-IT Add 10 Users,0.0,0.0,0.0,0.0,8.0,2020,10
14484,WindTech 20/421-04,0.0,0.0,0.0,0.0,2.0,2020,10
14485,WindTech 20/421-05,0.0,0.0,0.0,0.0,2.0,2020,10
14486,Windtech 20/421-03,0.0,0.0,0.0,0.0,2.0,2020,10
14487,Windtech 20/421-08,0.0,0.0,0.0,0.0,2.0,2020,10
14488,Windtech 20/421-11,0.0,0.0,0.0,0.0,2.0,2020,10
14489,AKG C44-USB,0.0,1.0,1.0,88.34,0.0,2020,10
14490,AKG C44-USB (FBA),0.0,-156.0,-156.0,0.0,0.0,2020,10
14491,AKG C44-USB (New),0.0,155.0,155.0,0.0,0.0,2020,10
14492,ART TubeOpto8,1.0,0.0,1.0,366.29,0.0,2020,10
14493,BW BROADCAST LABOR,0.0,10.0,10.0,0.0,0.0,2020,10
14494,BW Broadcast SUB-PCB-UNIFIED-TX-PA-OUTPUT,1.0,0.0,1.0,300.0,0.0,2020,10
14495,BW Broadcast TX1000 V3,1.0,0.0,1.0,4239.0,1.0,2020,10
14496,Bird 5000B1,0.0,-1.0,-1.0,-117.0,0.0,2020,10
14497,CTP Systems Parts,0.0,10.0,10.0,0.0,1.0,2020,10
14498,Electro-Voice 311,12.0,0.0,12.0,139.32,0.0,2020,10
14499,Electro-Voice F.01U.110.421,0.0,-10.0,-10.0,-15.8,0.0,2020,10
14500,Electro-Voice F.01U.153.540,0.0,-10.0,-10.0,-12.1,0.0,2020,10
14501,Electro-Voice F.01U.264.975,0.0,-10.0,-10.0,-74.80000000000001,0.0,2020,10
14502,Focusrite Scarlett 2i2 3G,190.0,0.0,190.0,45596.2,0.0,2020,10
14503,Focusrite Scarlett 2i2 Studio 3G,53.0,-100.0,-47.0,-28847.510000000002,0.0,2020,10
14504,Focusrite Scarlett 2i2 Studio Copy for Amazon,0.0,100.0,100.0,0.0,0.0,2020,10
14505,Focusrite Scarlett 4i4 3G,50.0,-50.0,0.0,-8539.419999999998,0.0,2020,10
14506,Focusrite Scarlett 4i4 3G with One 10' Mic Cable,0.0,25.0,25.0,0.0,0.0,2020,10
14507,Focusrite Scarlett 4i4 3G with Tascam Headphones and two 25' mic cables,0.0,25.0,25.0,0.0,0.0,2020,10
14508,Focusrite Scarlett 8i6 3G,3.0,0.0,3.0,641.22,0.0,2020,10
14509,Focusrite Scarlett Solo 3G,90.0,0.0,90.0,7424.099999999999,0.0,2020,10
14510,Novation AFX Station,10.0,0.0,10.0,3299.9,0.0,2020,10
14511,Novation Launchkey Mini [MK3],9.0,-1.0,8.0,1184.9199999999998,0.0,2020,10
14512,Novation Launchkey Mini [MK3] (B-Stock),0.0,1.0,1.0,0.0,0.0,2020,10
14513,PCTEL MXRMVPHP,0.0,0.0,0.0,0.0,12.0,2020,10
14514,RFS NMNMS12-030FFP,0.0,0.0,0.0,0.0,2.0,2020,10
14515,SanDisk 32GB micro SD Card w/ Adapter,0.0,0.0,0.0,0.0,4.0,2020,10
14516,SoleSource Wireless BH-78,0.0,0.0,0.0,0.0,10.0,2020,10
14517,SoleSource Wireless HG-12,0.0,0.0,0.0,0.0,1.0,2020,10
14518,SoleSource Wireless HG-78,0.0,0.0,0.0,0.0,3.0,2020,10
14519,SoleSource Wireless SA-U,0.0,0.0,0.0,0.0,9.0,2020,10
14520,SoleSource Wireless TGK-12,0.0,0.0,0.0,0.0,3.0,2020,10
14521,SoleSource Wireless TGK-78,0.0,0.0,0.0,0.0,5.0,2020,10
14522,Tascam TH-05,0.0,-25.0,-25.0,-411.25,5.0,2020,10
14523,Audio-Technica ATH-M40X,25.0,0.0,25.0,1477.0,0.0,2020,10
14524,Blue Microphones Yeti Blackout,40.0,0.0,40.0,4480.0,0.0,2020,10
14525,CyberPower PDU20M10AT,0.0,0.0,0.0,0.0,1.0,2020,10
14526,Dielectric 400015143,0.0,0.0,0.0,0.0,1.0,2020,10
14527,Focusrite Clarett 8Pre USB (B-Stock),3.0,0.0,3.0,1761.72,0.0,2020,10
14528,Focusrite Scarlett 2i2 Studio 3G,10.0,0.0,10.0,1923.7,0.0,2020,10
14529,Focusrite Scarlett 8i6 3G,12.0,0.0,12.0,5264.76,0.0,2020,10
14530,Kathrein MKPS-1 MOUNTING KIT,0.0,0.0,0.0,0.0,2.0,2020,10
14531,Loaner Item,0.0,0.0,0.0,0.0,1.0,2020,10
14532,Omnia Z/IPStream R/1 Audio Processor/Encoder,0.0,0.0,0.0,0.0,2.0,2020,10
14533,Presonus AudioBox Studio Ultimate Bundle,25.0,0.0,25.0,5425.0,0.0,2020,10
14534,RODE Lavalier GO White,1.0,0.0,1.0,90.0,0.0,2020,10
14535,Radio Design Labs / RDL HR-RA2,0.0,0.0,0.0,0.0,1.0,2020,10
14536,Radio Design Labs / RDL PS-24AS,0.0,0.0,0.0,0.0,2.0,2020,10
14537,Rode Lavalier GO White,0.0,-1.0,-1.0,-45.0,0.0,2020,10
14538,SoleSource Wireless BH-78,0.0,0.0,0.0,0.0,5.0,2020,10
14539,SoleSource Wireless SA-U,0.0,0.0,0.0,0.0,5.0,2020,10
14540,SoleSource Wireless TGK-78,0.0,0.0,0.0,0.0,3.0,2020,10
14541,Tieline Technology Report-IT Renewal,0.0,0.0,0.0,0.0,1.0,2020,10
14542,RODE RODECaster Pro,1.0,0.0,1.0,800.0,0.0,2020,10
14543,RODE RODECaster Pro (FBA),2.0,0.0,2.0,0.0,0.0,2020,11
14544,AKG C44-USB,120.0,0.0,120.0,10600.800000000001,0.0,2020,11
14545,AKG C44-USB (Copy),0.0,55.0,55.0,0.0,0.0,2020,11
14546,AKG C44-USB (New),0.0,-55.0,-55.0,0.0,0.0,2020,11
14547,Allen & Heath AH-AB-168-RK19,6.0,0.0,6.0,398.04,0.0,2020,11
14548,Andrew 78EZNF,0.0,0.0,0.0,0.0,2.0,2020,11
14549,Andrew Attachment,0.0,0.0,0.0,0.0,2.0,2020,11
14550,Andrew F4PNMV2-HC,0.0,0.0,0.0,0.0,4.0,2020,11
14551,Andrew FSJ4-50B,0.0,0.0,0.0,0.0,10.0,2020,11
14552,Andrew L4E78-PS,0.0,0.0,0.0,0.0,2.0,2020,11
14553,Arrakis ARC-10UP,0.0,0.0,0.0,0.0,1.0,2020,11
14554,Audio-Technica AE3000,6.0,0.0,6.0,994.5,0.0,2020,11
14555,Audio-Technica AT8314-10,0.0,0.0,0.0,0.0,2.0,2020,11
14556,Audio-Technica BPHS2S,12.0,0.0,12.0,2346.0,0.0,2020,11
14557,Audio-Technica PRO37,3.0,0.0,3.0,301.68,0.0,2020,11
14558,BLUE Microphones baby bottle SL,12.0,0.0,12.0,3600.0,0.0,2020,11
14559,BW Broadcast TX1000 V3,2.0,0.0,2.0,8478.0,0.0,2020,11
14560,BW Broadcast TX150 V3,0.0,-1.0,-1.0,-1909.23,0.0,2020,11
14561,BW Broadcast TX30 V3,0.0,-1.0,-1.0,-1470.0,0.0,2020,11
14562,BW Broadcast TX300 V3,5.0,0.0,5.0,11340.0,0.0,2020,11
14563,BW Broadcast TX50 V3,0.0,1.0,1.0,1560.0,0.0,2020,11
14564,BW Broadcast TX600 V3,5.0,3.0,8.0,25200.0,1.0,2020,11
14565,Behringer MX882 V2,5.0,0.0,5.0,454.95,0.0,2020,11
14566,Broadcast Devices AES-402,4.0,0.0,4.0,4880.0,0.0,2020,11
14567,Broadcast Devices CDS-302,4.0,0.0,4.0,4464.0,0.0,2020,11
14568,Broadcast Devices DAB-300-4,1.0,0.0,1.0,2316.0,0.0,2020,11
14569,Comrex 4880-0160,0.0,0.0,0.0,0.0,1.0,2020,11
14570,CyberPower OL2200RTXL2UN,0.0,0.0,0.0,0.0,2.0,2020,11
14571,Electro-Voice 635A/B,0.0,0.0,0.0,0.0,2.0,2020,11
14572,Electro-Voice WSPL-2,0.0,0.0,0.0,0.0,20.0,2020,11
14573,Hughey & Phillips 277-3937,0.0,0.0,0.0,0.0,1.0,2020,11
14574,Hughey & Phillips 277-4163,0.0,0.0,0.0,0.0,1.0,2020,11
14575,Hughey & Phillips 277-4208,0.0,0.0,0.0,0.0,1.0,2020,11
14576,Hughey & Phillips 277-5014-003,0.0,0.0,0.0,0.0,1.0,2020,11
14577,Hughey & Phillips 77-1167,0.0,0.0,0.0,0.0,10.0,2020,11
14578,Hughey & Phillips 77-2040,0.0,0.0,0.0,0.0,10.0,2020,11
14579,Hughey & Phillips 77-3911,0.0,0.0,0.0,0.0,1.0,2020,11
14580,Hughey & Phillips DP-1019,0.0,0.0,0.0,0.0,20.0,2020,11
14581,Klark Teknik DN200,12.0,0.0,12.0,1259.8799999999999,0.0,2020,11
14582,Klark Teknik DW 20R,1.0,0.0,1.0,62.99,0.0,2020,11
14583,Mogan CABLE-BG-1AT,0.0,0.0,0.0,0.0,4.0,2020,11
14584,Mogan CABLE-BG-1SE,0.0,0.0,0.0,0.0,9.0,2020,11
14585,Myat 101-001,0.0,0.0,0.0,0.0,1.0,2020,11
14586,Myat 101-004,0.0,0.0,0.0,0.0,1.0,2020,11
14587,Myat 101-014,0.0,0.0,0.0,0.0,1.0,2020,11
14588,Myat 101-017,0.0,0.0,0.0,0.0,6.0,2020,11
14589,Myat 101-025,0.0,0.0,0.0,0.0,3.0,2020,11
14590,Myat 101-058-2,0.0,0.0,0.0,0.0,1.0,2020,11
14591,Myat 301-064,0.0,0.0,0.0,0.0,1.0,2020,11
14592,Myat DPDT Interlock,0.0,0.0,0.0,0.0,4.0,2020,11
14593,Neumann EA 170-MT,3.0,0.0,3.0,807.3000000000001,0.0,2020,11
14594,On-Stage Stands DS7200B,0.0,0.0,0.0,0.0,2.0,2020,11
14595,PCM Cable PCM-KW-14,0.0,0.0,0.0,0.0,3.0,2020,11
14596,PCM Cable PCM-KW-15,0.0,0.0,0.0,0.0,2.0,2020,11
14597,PCM Cable PCM-KW-16,0.0,0.0,0.0,0.0,10.0,2020,11
14598,PCM Cable PCM-KW-17,0.0,0.0,0.0,0.0,5.0,2020,11
14599,PCM Cable PCM-KW-18,0.0,0.0,0.0,0.0,2.0,2020,11
14600,Primus Labor,0.0,0.0,0.0,0.0,2.0,2020,11
14601,RFS 716M-LCF78-D01K,0.0,0.0,0.0,0.0,1.0,2020,11
14602,RFS NF-LCF78-D01K,0.0,0.0,0.0,0.0,2.0,2020,11
14603,RFS NMNMS12-030FFP,0.0,0.0,0.0,0.0,2.0,2020,11
14604,Rode RodeCaster Pro,0.0,-2.0,-2.0,-800.0,0.0,2020,11
14605,Rode RodeCaster Pro (Safety Stock),0.0,1.0,1.0,0.0,0.0,2020,11
14606,SanDisk 32GB micro SD Card w/ Adapter,0.0,0.0,0.0,0.0,2.0,2020,11
14607,Sony MDR-7506,0.0,0.0,0.0,0.0,6.0,2020,11
14608,Tascam TH-05,0.0,0.0,0.0,0.0,2.0,2020,11
14609,Tieline Technology ViA Field,2.0,0.0,2.0,7694.0,0.0,2020,11
14610,Wheatstone M4IP-USB,0.0,0.0,0.0,0.0,1.0,2020,11
14611,Wheatstone Navigator-3,0.0,0.0,0.0,0.0,1.0,2020,11
14612,Wheatstone ip88-3ad,0.0,0.0,0.0,0.0,3.0,2020,11
14613,Zoom APH-1N,10.0,0.0,10.0,299.8,0.0,2020,11
14614,Zoom R8,12.0,0.0,12.0,2519.88,0.0,2020,11
14615,Zoom ZDM-1 Podcast Mic Pack,150.0,0.0,150.0,13072.5,0.0,2020,11
14616,AKG C414 XLII,1.0,0.0,1.0,716.04,0.0,2020,11
14617,AKG K240 MKII,6.0,0.0,6.0,578.34,0.0,2020,11
14618,AVerMedia PW313,0.0,0.0,0.0,0.0,5.0,2020,11
14619,Alesis MultiMix 4 USB FX,8.0,0.0,8.0,560.0,0.0,2020,11
14620,Alesis SamplePad Pro,0.0,-6.0,-6.0,-1350.0,0.0,2020,11
14621,Alesis SamplePad Pro (FBA),0.0,6.0,6.0,1350.0,0.0,2020,11
14622,Allen & Heath AH-ME-500,0.0,-3.0,-3.0,-897.06,0.0,2020,11
14623,Allen & Heath AH-ME-500 (FBA),0.0,3.0,3.0,897.06,0.0,2020,11
14624,Allen & Heath AH-ZED10,0.0,-3.0,-3.0,-614.79,0.0,2020,11
14625,Allen & Heath AH-ZED10 (FBA),0.0,3.0,3.0,614.79,0.0,2020,11
14626,Audio-Technica ATH-M50xPB,20.0,0.0,20.0,2031.6,0.0,2020,11
14627,Auralex DESKMAXCHA,25.0,0.0,25.0,5667.0,0.0,2020,11
14628,BLUE Microphones Bluebird SL,0.0,-16.0,-16.0,-3600.0,0.0,2020,11
14629,BLUE Microphones Bluebird SL (FBA),0.0,16.0,16.0,3600.0,0.0,2020,11
14630,BLUE Microphones Spark Blackout SL,0.0,-40.0,-40.0,-6000.0,0.0,2020,11
14631,BLUE Microphones Spark Blackout SL (FBA),0.0,40.0,40.0,6000.0,0.0,2020,11
14632,BLUE Microphones encore200,0.0,-12.0,-12.0,-1344.0,0.0,2020,11
14633,BLUE Microphones encore200 (FBA),0.0,12.0,12.0,1344.0,0.0,2020,11
14634,BLUE Microphones spark SL,0.0,-7.0,-7.0,-1050.0,0.0,2020,11
14635,BLUE Microphones spark SL (FBA),0.0,7.0,7.0,1050.0,0.0,2020,11
14636,Bird 100B3,0.0,0.0,0.0,0.0,1.0,2020,11
14637,Bird 4610-000,0.0,0.0,0.0,0.0,1.0,2020,11
14638,Bird 4715-000,0.0,0.0,0.0,0.0,1.0,2020,11
14639,Bird 5000B1,0.0,0.0,0.0,0.0,1.0,2020,11
14640,Bird 500B1,0.0,0.0,0.0,0.0,1.0,2020,11
14641,Bird 50KB3,0.0,0.0,0.0,0.0,1.0,2020,11
14642,Calrad 10-56,12.0,0.0,12.0,59.400000000000006,0.0,2020,11
14643,Calrad 10-95-25,20.0,0.0,20.0,135.0,0.0,2020,11
14644,Calrad 72-110-10-BU,12.0,0.0,12.0,20.4,0.0,2020,11
14645,Calrad 72-110-5-BU,12.0,0.0,12.0,13.799999999999999,0.0,2020,11
14646,Fluid Audio C5BT,12.0,0.0,12.0,1251.6,0.0,2020,11
14647,Fluid Audio DS8 (Pair),3.0,0.0,3.0,115.05000000000001,0.0,2020,11
14648,Fluid Audio FPX7 (single),4.0,0.0,4.0,985.4,0.0,2020,11
14649,Fluid Audio FX50 (Single),8.0,0.0,8.0,774.8,0.0,2020,11
14650,Fluid Audio FX80 (Single),4.0,0.0,4.0,647.4,0.0,2020,11
14651,Fluid Audio Strum Buddy,12.0,0.0,12.0,460.20000000000005,0.0,2020,11
14652,Fluid Audio Strum Buddy Heavy Metal,12.0,0.0,12.0,460.20000000000005,0.0,2020,11
14653,Focusrite Scarlett 4i4 3G,0.0,-150.0,-150.0,-24580.5,0.0,2020,11
